name,city,state,type,established_year,nirf_ranking,naac_grade,courses_offered,faculty_count,student_faculty_ratio,avg_annual_fee,hostel_fee,scholarship_available,placement_rate,avg_package_lpa,highest_package_lpa,companies_visiting,campus_area_acres,has_library,has_hostel,has_sports,has_wifi,has_lab,has_hospital,acceptance_rate,entrance_exams_accepted,total_intake
New Delhi Government Agriculture College,New Delhi,Delhi,Government,2017,69,A++,166,298,3.8,297108,139298,True,88.2,30.84,215.63,450,1937.1,True,False,False,False,True,True,4.3,CAT,1143
Government Model College Dimapur,Dimapur,Nagaland,Government,2019,456,A,123,654,5.7,21521,21389,False,62.9,,,694,2181.6,True,True,True,True,True,True,36.8,AP EAMCET,3714
Narayana Institute of Fine Arts Mandi,Mandi,Himachal Pradesh,Private,1940,489,B++,179,1168,2.3,255426,40946,True,42.3,2.1,10.8,544,441.7,True,False,True,True,True,True,12.7,TS EAMCET,2731
Government College of Applied Sciences Bhubaneswar,Bhubaneswar,Odisha,Government,1907,,A+,87,,,248843,80991,True,98.3,33.95,91.27,406,1890.4,True,True,False,False,False,False,57.3,VITEEE,407
Maharashtra State Architecture College Nanded,Nanded,Maharashtra,Government,1918,,B++,153,106,7.6,23253,81461,False,41.2,4.36,9.07,235,1193.4,False,True,False,True,True,False,7.5,CLAT,808
Government Model College Durgapur,Durgapur,West Bengal,Government,1863,108,B++,58,93,31.0,97197,176499,True,86.6,10.3,50.17,190,17.6,True,True,True,True,True,False,24.0,CAT,2881
Kalam Autonomous Institute Jaipur,Jaipur,Rajasthan,Autonomous,1954,81,A,190,223,2.2,166997,167208,False,75.3,7.72,18.79,189,502.9,True,True,True,True,True,True,76.9,JEE Main,500
Tura Government Engineering College,Tura,Meghalaya,Government,1955,54,B++,196,60,116.4,80719,67353,False,88.9,13.37,92.22,223,781.6,False,False,False,False,False,True,76.5,WBJEE,6982
Academy of Arts Namchi,Namchi,Sikkim,Deemed,1900,94,B++,77,1279,1.3,1455107,157828,False,85.8,19.12,120.81,78,1163.2,True,True,False,False,True,False,2.0,CLAT,1670
Government Information Technology College Patiala,Patiala,Punjab,Government,2002,,B++,155,968,2.2,12425,63841,True,31.6,4.92,10.84,528,2322.7,True,True,False,True,False,False,24.1,CUET,2149
Government Information Technology College Kullu,Kullu,Himachal Pradesh,Government,1911,247,B++,140,1057,2.0,87870,170579,True,83.4,10.3,30.02,13,374.4,True,False,True,False,True,True,2.6,KCET,2125
Modern Institute of Architecture Madurai,Madurai,Tamil Nadu,Private,2016,422,B++,125,895,3.8,119306,125715,True,46.3,2.78,9.7,105,2177.3,True,True,True,True,True,True,70.6,SRMJEEE,3376
Punjab State Fashion Design College Ludhiana,Ludhiana,Punjab,Government,1897,17,B+,234,1073,6.1,135322,65034,True,95.7,23.8,50.07,68,985.7,False,False,False,True,False,True,15.0,NATA,6506
National Institute of Technology Srinagar,Srinagar,Jammu & Kashmir,Government,1960,201,B++,63,628,0.9,36978,161824,False,31.3,2.27,11.7,102,1086.1,True,False,True,True,False,True,9.3,JEE Main,550
Madurai Applied Sciences Autonomous College,Madurai,Tamil Nadu,Autonomous,1878,,A++,126,985,7.3,80142,122692,True,54.0,6.11,30.3,589,1585.4,True,True,False,True,False,True,18.0,University Entrance,7218
Anna University,Chennai,Tamil Nadu,Government,1978,71,A++,44,1019,3.9,80779,97342,True,90.1,17.08,115.92,475,1869.8,False,True,True,True,True,False,51.9,TNEA,4000
Miranda House Delhi,New Delhi,Delhi,Government,1948,249,A++,207,1095,1.1,68368,146998,True,82.5,13.67,83.46,172,,True,False,True,False,True,True,60.6,CUET,1200
Sri Shivaji Institute of Homeopathy Aurangabad,Aurangabad,Maharashtra,Private,1935,,B+,152,488,2.1,591456,163773,True,80.3,8.18,49.87,369,,True,True,True,True,True,True,58.8,VITEEE,1017
St Stephens College,New Delhi,Delhi,Private,1881,250,A++,48,169,7.1,235810,63146,True,72.0,10.9,62.35,158,2173.1,False,False,True,False,True,False,64.5,CUET,1200
Vivekananda Autonomous Institute Karaikal,Karaikal,Puducherry,Autonomous,1941,47,,147,174,12.0,113812,113348,True,74.0,12.72,61.02,474,556.5,False,False,False,False,True,True,56.9,VITEEE,2096
Modern Institute of Arts Panaji,Panaji,Goa,Private,1998,,B,244,1292,4.7,,29703,False,41.1,3.7,18.33,509,581.3,False,True,True,True,True,True,6.1,Own Entrance,6048
RV College of Engineering,Bangalore,Karnataka,Autonomous,1963,,A++,180,1297,1.4,73738,124014,True,55.9,3.06,9.77,179,1893.5,True,True,True,True,True,True,12.8,KCET,1800
Jai Prakash Academy of Physical Education Bhavnagar,Bhavnagar,Gujarat,Deemed,1973,457,B,85,1048,7.3,283882,131552,False,45.6,4.29,23.86,483,261.7,True,False,True,True,True,False,64.5,University Entrance,7618
Government Model College Nainital,Nainital,Uttarakhand,Government,1962,83,B+,46,310,22.7,60446,155799,False,71.4,10.36,23.53,464,1800.0,True,False,False,False,False,False,83.3,COMEDK,7024
Prime College of Fashion Design Patna,Patna,Bihar,Private,1933,,,103,482,8.4,572173,24182,True,58.1,11.95,74.81,473,2145.0,True,True,False,True,False,False,62.1,MHT CET,4058
Government Polytechnic Nashik,Nashik,Maharashtra,Government,1899,38,B++,97,694,11.2,295001,175509,True,92.2,32.37,105.92,169,1785.8,True,True,True,True,True,False,12.4,NATA,7767
Global Academy of Medical Sciences Imphal,Imphal,Manipur,Private,1993,,B++,205,300,22.1,1420394,132069,True,91.3,27.48,133.16,539,747.0,True,True,True,True,True,True,10.9,CAT,6626
Namchi Government Agriculture College,Namchi,Sikkim,Govt,1887,,B+,6,394,8.0,58482,75001,True,92.7,14.6,67.49,337,1986.3,True,True,True,True,True,True,4.6,AP EAMCET,3144
Usha Autonomous Institute Itanagar,Itanagar,Arunachal Pradesh,Autonomous,2007,269,B+,184,897,6.2,137007,160642,False,47.9,3.37,16.21,340,2414.5,True,True,True,True,False,False,65.6,NEET UG,5572
Excel Institute of Management Nashik,Nashik,Maharashtra,Private,1994,44,B+,140,420,10.6,2305857,167534,True,94.2,20.58,121.31,220,2023.7,True,False,False,False,True,False,65.8,CUET,4456
Aryabhatta Autonomous Institute Lucknow,Lucknow,Uttar Pradesh,Autonomous,1878,68,B++,202,270,17.2,126502,168728,False,90.9,15.82,101.73,13,494.9,False,True,False,True,False,True,81.6,JEE Advanced,4640
Shri Ram Foundation Medical Sciences College Imphal,Imphal,Manipur,Private,1988,166,B++,103,283,23.6,386586,24632,False,56.4,2.11,8.76,470,787.8,False,False,True,True,False,False,32.6,TNEA,6691
Bokaro Institute of Pharmacy (Deemed),Bokaro,Jharkhand,Deemed,1978,,B++,112,1017,4.6,1299483,83938,True,84.6,17.33,93.03,270,2134.5,True,True,True,True,True,False,40.5,VITEEE,4648
Nizamabad Autonomous College of Science,Nizamabad,Telangana,Autonomous,1872,,B+,76,600,7.4,89366,54230,True,49.9,3.33,16.3,392,1036.8,True,True,True,False,False,False,80.9,State Level,4412
Government Applied Sciences College Hamirpur,Hamirpur,Himachal Pradesh,Government,1997,275,A,244,1388,5.7,,69648,False,56.3,4.01,8.39,554,451.0,True,True,True,True,True,True,2.6,JEE Advanced,7902
District Education College Davangere,Davangere,Karnataka,Government,2015,,A,67,772,3.8,6962,50054,True,36.3,3.29,19.59,84,539.5,True,True,False,True,True,False,32.2,SRMJEEE,2945
PSG College of Technology,Coimbatore,Tamil Nadu,Autonomous,1951,234,A++,48,1352,1.0,121945,52812,True,63.8,6.69,16.51,616,2354.1,True,True,True,True,True,True,14.0,TNEA,1400
Government Polytechnic Indore,Indore,Madhya Pradesh,Government,1999,77,A+,118,278,14.3,190753,33391,False,89.5,26.58,79.26,95,1191.1,True,True,False,True,False,True,9.4,UPSEE,3969
Mahatma Gandhi Deemed University Kolhapur,Kolhapur,Maharashtra,Deemed,1928,,A,232,1158,4.5,1480613,148991,True,81.2,19.9,40.1,302,1354.0,True,True,True,True,True,True,34.3,KCET,5177
Excel Institute of Engineering Rajkot,Rajkot,Gujarat,Private,2020,157,B++,218,576,4.8,259971,161782,True,43.2,4.17,23.7,118,1384.2,True,False,False,False,False,False,35.9,JEE Advanced,2762
Kolkata Institute of Architecture,Kolkata,West Bengal,Private,1920,,B++,149,461,7.1,670795,107965,True,64.5,6.91,27.54,197,1823.5,True,True,False,True,False,False,1.8,JEE Advanced,3283
State Institute of Law Bilaspur,Bilaspur,Chhattisgarh,Government,1980,251,A,208,843,7.6,32319,170171,True,33.7,4.2,12.91,429,931.6,True,False,False,False,False,False,68.5,State Level,6410
Sonipat Government Engineering College,Sonipat,Haryana,Government,1995,223,A,223,1386,1.3,31996,64877,True,63.4,4.93,29.57,609,190.3,False,False,True,False,True,False,26.5,Own Entrance,1813
Government Polytechnic Tiruchirappalli,Tiruchirappalli,Tamil Nadu,Government,1932,,B+,122,571,8.1,89650,95981,True,72.1,10.89,62.81,586,1828.2,True,True,True,False,True,True,81.4,NATA,4648
Jaipur Institute of Fine Arts (Deemed),Jaipur,Rajasthan,Deemed,1916,88,B,136,1034,5.8,881254,39688,True,80.6,8.43,54.94,237,664.6,True,True,True,True,True,True,77.2,NATA,6003
Hansraj College Delhi,New Delhi,Delhi,Government,1948,,A+,195,140,10.7,67654,30166,True,74.1,13.79,75.19,496,2302.2,False,True,True,True,True,False,76.4,CUET,1500
Bose College of Hotel Management and Research Dindigul,Dindigul,Tamil Nadu,Private,1897,91,B+,116,166,18.3,621371,92256,True,70.8,6.25,29.66,458,1627.0,True,False,False,True,True,True,57.1,CLAT,3037
Sri Devi Ahilya Institute of Nursing Aizawl,Aizawl,Mizoram,Private,1947,64,B+,48,823,3.9,628650,145700,True,65.2,7.71,46.9,348,2247.6,True,True,True,True,True,True,47.6,KCET,3225
National Institute of Pharmaceutical Education and Research Mohali,Mohali,Punjab,Government,1998,,A++,152,668,0.2,88080,146476,True,69.1,10.59,46.8,362,1935.9,True,True,True,True,True,True,34.4,NIPER JEE,150
Raman Foundation Science College Agartala,Agartala,Tripura,private,1954,,B,51,,,796029,119885,True,74.3,8.58,31.95,86,1473.5,True,True,True,True,True,True,66.7,MHT CET,3580
Shillong Institute of Arts,Shillong,Meghalaya,Private,1900,,B++,163,439,9.9,337700,41694,False,55.5,4.64,22.7,20,1507.7,False,False,False,False,False,False,81.1,JEE Advanced,4364
Dibrugarh Institute of Hotel Management (Deemed),Dibrugarh,Assam,Deemed,1984,188,A,179,393,19.7,187148,126587,True,59.6,4.08,24.59,21,2125.3,True,True,True,True,True,True,1.6,State Level,7726
Swami Deemed University Jammu,Jammu,Jammu & Kashmir,Deemed,1943,223,A,122,325,9.8,171673,165751,True,67.9,5.98,16.04,686,3.7,True,True,True,True,True,False,15.5,State Level,3179
Autonomous College of Technology Panaji,Panaji,Goa,Autonomous,1973,193,A,104,484,10.8,123451,35636,True,39.6,3.06,13.04,79,674.3,False,True,True,False,True,False,82.7,State Level,5239
Sambalpur Institute of Fine Arts (Deemed),Sambalpur,Odisha,Deemed,2013,,B,59,574,4.6,575603,68119,True,57.1,4.11,8.69,664,1164.3,True,False,True,True,True,False,83.0,University Entrance,2664
Government Model College Jamshedpur,Jamshedpur,Jharkhand,Government,1987,114,,173,1088,5.3,20718,36986,True,72.6,6.24,26.15,435,2448.7,True,True,True,True,False,True,75.1,JEE Advanced,5794
Acharya Autonomous Institute Guwahati,Guwahati,Assam,Autonomous,1853,219,B+,88,795,1.2,104089,137197,True,49.3,7.35,43.57,430,948.1,False,False,True,False,True,False,44.6,TS EAMCET,936
Modern Institute of Medical Sciences Delhi,Delhi,Delhi,Private,1907,,,34,172,15.9,252345,105990,True,57.3,4.05,22.36,583,839.6,True,True,False,True,True,True,37.8,UPSEE,2727
Padmavati Academy of Computer Science Deoghar,Deoghar,Jharkhand,Deemed,1886,64,,110,85,73.2,1287879,37082,True,,12.6,44.46,470,2354.6,True,False,True,True,True,True,9.9,GATE,6219
District Fine Arts College Puducherry,Puducherry,Puducherry,Government,1940,,B+,216,1328,1.5,18069,139480,True,37.9,2.49,15.0,318,1096.0,False,False,False,False,False,False,3.1,GATE,2054
Sri Bhabha Institute of Dental Sciences Korba,Korba,Chhattisgarh,Private,1933,81,A,62,1208,1.4,1369262,116364,False,83.3,27.53,185.11,31,2370.4,True,True,True,True,True,False,78.5,KCET,1687
Dayanand Institute of Fine Arts Bhavnagar,Bhavnagar,Gujarat,Private,2023,73,B+,232,556,10.7,1072844,34172,True,94.0,26.7,125.33,358,2408.0,False,False,True,False,True,True,28.2,SRMJEEE,5961
Deemed Institute of Dental Sciences Mapusa,Mapusa,Goa,Deemed,1858,,A,228,843,8.2,220491,24852,False,71.0,4.07,18.69,532,434.1,True,True,False,True,False,False,14.8,WBJEE,6933
Government Polytechnic Itanagar,Itanagar,Arunachal Pradesh,Government,1972,274,A,79,170,42.0,49492,56067,True,,5.58,13.39,409,,True,True,True,True,True,True,70.1,JEE Advanced,7134
Prime College of Medical Sciences Tura,Tura,Meghalaya,Private,1948,204,B+,190,693,6.4,479515,55472,False,73.3,5.99,28.67,412,1990.6,False,False,False,False,False,False,30.1,KCET,4432
Chanakya Autonomous Institute Bikaner,Bikaner,Rajasthan,Autonomous,1979,435,B+,115,118,19.7,112657,154439,True,40.2,2.04,11.1,112,2331.1,True,True,True,True,True,False,67.7,TNEA,2321
Aligarh Autonomous College of Ayurveda,Aligarh,Uttar Pradesh,Autonomous,1991,,B,142,480,5.8,186007,48993,True,56.3,5.07,25.88,220,2356.3,True,True,True,True,True,True,9.2,AP EAMCET,2765
District Technology College Itanagar,Itanagar,Arunachal Pradesh,Government,1972,179,B++,177,1265,1.6,58178,106896,False,69.1,11.9,26.97,293,1939.3,False,True,True,False,False,False,81.3,WBJEE,1961
Shivaji Foundation Physical Education College Kohima,Kohima,Nagaland,Private,1914,,,168,855,3.9,543240,81149,True,79.0,9.41,21.18,608,1755.1,True,True,True,False,True,True,41.1,WBJEE,3348
Government College of Applied Sciences Pilani,Pilani,Rajasthan,Government,1900,451,B,212,,,47955,76903,True,43.3,4.85,29.89,23,225.3,False,False,False,False,False,True,5.9,NATA,2683
District Nursing College Solan,Solan,Himachal Pradesh,Government,1906,446,B++,229,365,21.0,5319,168129,False,52.2,2.84,11.48,374,2263.7,False,False,True,False,False,False,2.4,TS EAMCET,7672
Gandhi Foundation Computer Science College Solan,Solan,Himachal Pradesh,Private,1951,160,B+,200,211,29.2,200967,56508,False,44.4,3.67,25.22,70,845.2,True,True,True,True,True,True,37.4,WBJEE,6171
State Institute of Journalism Hyderabad,Hyderabad,Telangana,Government,1951,217,A++,11,1214,1.8,84248,107642,True,79.4,11.84,67.44,156,1802.4,False,False,False,True,False,False,26.6,University Entrance,2231
Indian Institute of Technology Kanpur,Kanpur,Uttar Pradesh,Government,1959,,A++,174,805,1.1,31837,63761,True,72.7,5.46,13.8,488,1766.3,True,True,True,True,True,False,48.2,JEE Advanced,900
National Institute of Design Ahmedabad,Ahmedabad,Gujarat,Government,1961,,A++,196,569,0.4,38276,144408,True,78.5,8.5,23.95,102,714.1,True,False,True,True,True,True,33.5,NID DAT,200
Meera College of Social Work and Research Junagadh,Junagadh,Gujarat,Private,1955,418,B++,180,1352,5.0,322303,153162,True,36.2,3.78,20.56,573,1051.4,False,False,False,False,True,True,6.3,JEE Main,6754
Government College of Law Jabalpur,Jabalpur,Madhya Pradesh,Government,1878,270,,212,924,3.1,19506,109463,True,63.5,4.07,24.9,615,1476.6,False,True,False,False,False,False,54.3,JEE Advanced,2837
Modern Institute of Fashion Design Durg,Durg,Chhattisgarh,Private,2010,,A,223,523,5.9,266125,56392,True,71.6,8.06,32.38,125,1293.1,False,False,False,False,False,True,3.5,SRMJEEE,3101
Ambedkar Foundation Architecture College Aizawl,Aizawl,Mizoram,Private,1879,177,B,144,510,5.5,705972,63287,False,70.3,5.53,12.97,438,2030.4,True,True,True,False,True,True,7.0,Own Entrance,2812
VJTI Mumbai,Mumbai,Maharashtra,Government,1887,190,A+,87,,,81265,143021,True,84.6,13.69,32.5,256,828.6,True,True,True,False,True,True,24.4,MHT CET,800
Namchi Autonomous College of Agriculture,Namchi,Sikkim,Autonomous,1896,,B,25,1271,3.7,138360,82448,False,37.5,2.31,6.12,539,2314.3,False,False,False,False,True,True,21.0,KCET,4658
Padmavati Autonomous Institute Rewa,Rewa,Madhya Pradesh,Autonomous,1958,174,B++,179,1072,7.3,80752,22955,True,,4.28,27.79,546,160.1,False,False,True,True,False,False,77.2,COMEDK,7821
Padmavati Academy of Fine Arts Imphal,Imphal,Manipur,Deemed,2014,74,A++,188,846,5.6,800410,114555,True,86.6,17.93,89.99,50,869.6,True,False,True,False,True,True,67.2,CUET,4775
Meerut Government Commerce College,Meerut,Uttar Pradesh,Government,1969,104,A+,138,730,1.5,76967,174728,True,83.2,13.91,56.18,450,885.4,True,False,True,True,True,False,7.8,TNEA,1080
Galgotias Institute of Fashion Design Tura,Tura,Meghalaya,Private,1925,159,A,17,1316,4.3,746588,52861,True,72.0,8.01,49.73,554,1872.3,True,True,False,True,False,True,62.5,NEET UG,5603
Deemed Institute of Architecture Berhampur,Berhampur,Odisha,Deemed,1956,414,A,210,322,16.2,144343,59743,True,,4.12,24.46,449,1034.7,True,True,True,False,True,True,35.4,WBJEE,5216
Shillong Institute of Agriculture,Shillong,Meghalaya,Private,1910,90,A,220,1389,3.1,216212,115705,True,75.6,7.01,19.05,185,452.8,False,False,False,False,False,False,53.9,AP EAMCET,4305
Patel Autonomous Institute Kohima,Kohima,Nagaland,Autonomous,1885,,A,199,662,6.5,96750,88170,True,43.1,4.3,23.43,90,1057.2,False,True,True,False,False,False,41.8,WBJEE,4320
Bhabha University Palakkad,Palakkad,Kerala,Private,1904,153,B+,72,1053,2.6,164516,165156,True,32.8,,,652,1677.0,True,False,True,False,True,False,39.6,TS EAMCET,2764
Mysore University,Mysore,Karnataka,Government,1916,,A+,99,1483,1.3,86587,171087,True,73.4,14.78,71.55,125,1451.5,True,True,True,True,True,True,81.8,Own Entrance,2000
Government College of Fashion Design Dehradun,Dehradun,Uttarakhand,Government,1907,,,228,1120,1.0,157800,26513,True,93.9,25.19,67.97,636,2332.7,True,True,True,True,True,True,39.5,UPSEE,1162
Academy of Education Anand,Anand,Gujarat,Deemed,1858,,B++,135,421,2.9,169315,174980,True,25.5,4.81,30.44,311,411.8,False,True,False,False,False,False,24.1,KCET,1216
Ujjain College of Physical Education,Ujjain,Madhya Pradesh,Private,1946,303,B,10,1027,3.8,321615,152459,False,45.1,3.52,9.78,400,,False,False,True,True,True,True,8.0,CLAT,3916
National Institute of Technology Calicut,Kozhikode,Kerala,Government,1961,245,A+,64,554,1.4,70771,164281,True,72.6,,,133,1803.8,True,True,True,True,True,True,27.5,JEE Main,800
Meera Deemed University Dindigul,Dindigul,Tamil Nadu,Deemed,2018,280,B,188,545,5.6,226598,48165,True,25.4,3.4,15.14,288,1047.3,True,False,True,False,True,False,81.8,University Entrance,3056
Chanakya College of Agriculture and Research Shillong,Shillong,Meghalaya,Private,2003,160,B+,90,1323,3.6,419137,112597,True,61.5,8.95,49.42,567,805.7,False,False,False,True,False,False,74.4,AP EAMCET,4715
IISER Kolkata,Kolkata,West Bengal,Government,2006,31,A+,109,1300,0.1,203967,60507,True,97.4,27.06,166.92,296,83.7,True,True,True,False,False,False,32.1,IAT,180
Government College of Veterinary Science Shillong,Shillong,Meghalaya,Government,1959,389,,22,1225,3.8,,30567,True,56.9,4.17,26.1,595,1886.9,True,True,True,True,True,True,46.8,BITSAT,4662
Pilani Autonomous College of Commerce,Pilani,Rajasthan,Autonomous,1975,397,B+,206,194,34.9,50397,61086,False,22.9,3.56,14.19,339,1107.7,True,False,True,False,False,False,58.1,NATA,6778
Government Model College Nagaon,Nagaon,Assam,Government,1872,136,B,14,1007,5.2,27620,56243,False,70.9,13.32,79.58,380,97.4,True,True,True,True,False,True,45.8,University Entrance,5274
Vidyasagar Deemed University Margao,Margao,Goa,Deemed,1967,,A,46,70,99.8,87548,120708,True,30.2,4.0,24.18,294,413.0,False,False,True,True,True,True,39.0,KCET,6989
Surat Journalism Autonomous College,Surat,Gujarat,Autonomous,1867,142,B++,114,576,5.0,123099,86611,False,52.6,7.02,26.66,64,2065.0,True,True,True,True,True,True,18.7,TS EAMCET,2889
Gandhi Deemed University New Delhi,New Delhi,Delhi,Deemed,1997,51,A,12,1102,0.7,457244,78248,True,62.0,4.8,13.08,687,420.0,False,False,False,True,True,False,38.6,UPSEE,773
Government College of Agriculture Gangtok,Gangtok,Sikkim,Government,2017,,B+,56,1476,0.7,24068,43888,True,57.7,4.43,27.79,454,919.2,True,True,True,True,True,False,27.1,NATA,997
Excel Institute of Technology Dimapur,Dimapur,Nagaland,Private,1955,,A,173,175,41.9,584169,113270,False,72.7,11.87,27.78,624,1677.6,True,True,True,True,True,True,48.6,GATE,7327
