name,city,state,type,established_year,nirf_ranking,naac_grade,courses_offered,faculty_count,student_faculty_ratio,avg_annual_fee,hostel_fee,scholarship_available,placement_rate,avg_package_lpa,highest_package_lpa,companies_visiting,campus_area_acres,has_library,has_hostel,has_sports,has_wifi,has_lab,has_hospital,acceptance_rate,entrance_exams_accepted,total_intake,institution_age,fee_category,region,infrastructure_score,naac_numeric
Autonomous College of Architecture Silchar,Silchar,Assam,Autonomous,1858,45.0,B++,46,527.0,9.9,203754.0,67755,True,70.3,13.62,84.13,416,807.7,False,False,False,False,True,True,49.1,AP EAMCET,5236,168,Medium (1-5L),Northeast,2,3
Motilal Nehru National Institute of Technology,Prayagraj,Uttar Pradesh,Government,1961,118.0,A+,210,1394.0,0.5,24329.0,81190,True,86.2,12.88,66.01,212,1064.0,True,True,True,True,False,True,46.7,JEE Main,750,65,Low (<1L),North,5,5
Patel Academy of Law Tura,Tura,Meghalaya,Deemed,1950,,A++,109,951.0,5.1,469400.0,140330,True,68.1,4.37,21.24,102,2383.1,True,True,False,False,True,False,66.5,Own Entrance,4853,76,Medium (1-5L),Northeast,3,6
Academy of Law Pune,Pune,Maharashtra,Deemed,1963,,B+,60,1179.0,0.2,82325.0,142274,True,26.1,5.82,25.11,428,148.3,False,True,True,True,True,True,79.9,BITSAT,201,63,Low (<1L),West,5,2
Sri Radhakrishnan Institute of Science Bhavnagar,Bhavnagar,Gujarat,Private,1898,225.0,B++,134,241.0,29.8,378116.0,91955,True,78.0,8.7,55.16,361,463.3,True,True,False,True,False,False,31.4,SRMJEEE,7189,128,Medium (1-5L),West,3,3
Academy of Pharmacy Dhanbad,Dhanbad,Jharkhand,Deemed,2004,446.0,A,16,1313.0,0.1,236713.0,124842,True,40.6,4.95,29.09,676,1468.7,True,False,True,True,True,True,59.4,NATA,131,22,Medium (1-5L),East,5,4
SRM Institute of Science and Technology,Chennai,Tamil Nadu,Private,1985,,A++,203,704.0,6.4,1288936.0,130056,True,88.2,13.15,46.79,591,1491.4,True,True,True,True,True,True,75.2,SRMJEEE,4500,41,High (>5L),South,6,6
Visva-Bharati University,Santiniketan,West Bengal,Government,1921,324.0,A,19,860.0,1.2,42174.0,160326,True,71.9,3.44,18.61,657,2492.5,False,False,False,True,False,False,55.4,Own Entrance,1000,105,Low (<1L),East,1,4
District Hotel Management College Aizawl,Aizawl,Mizoram,Government,1984,283.0,B++,243,791.5,4.1,46122.0,178994,False,64.7,4.96,12.03,239,148.0,True,True,True,True,True,True,14.6,VITEEE,4738,42,Low (<1L),Northeast,6,3
Excel Institute of Architecture Aizawl,Aizawl,Mizoram,Private,1869,,A,195,449.0,6.4,211430.0,175107,True,52.2,4.35,26.46,217,1222.1,True,True,True,True,False,False,16.8,KCET,2865,157,Medium (1-5L),Northeast,4,4
Rani Autonomous Institute Guntur,Guntur,Andhra Pradesh,Autonomous,1882,162.0,A,87,586.0,4.2,133736.0,73192,True,72.3,3.64,19.04,137,2087.2,True,True,False,False,True,True,34.0,CUET,2476,144,Medium (1-5L),South,4,4
Prime College of Ayurveda Agartala,Agartala,Tripura,Private,1890,,B+,75,345.0,6.3,377441.0,158869,True,60.1,10.5,66.31,39,2033.4,True,True,True,True,True,True,12.6,WBJEE,2158,136,Medium (1-5L),Northeast,6,2
Global Academy of Engineering Deoghar,Deoghar,Jharkhand,Private,1897,,B++,233,1375.0,0.7,779299.0,36735,True,58.1,11.4,73.75,243,1487.1,False,True,True,False,False,True,17.0,JEE Advanced,990,129,High (>5L),East,3,3
Ambedkar College of Agriculture and Research Anantnag,Anantnag,Jammu & Kashmir,Private,1884,139.0,A+,74,185.0,38.7,664979.0,101216,True,77.9,5.46,19.63,545,1489.2,False,True,False,False,False,True,6.3,TS EAMCET,7155,142,High (>5L),North,2,5
District Dental Sciences College Thiruvananthapuram,Thiruvananthapuram,Kerala,Government,1910,198.0,A,153,576.0,8.4,26087.0,78513,True,64.6,4.76,14.24,147,1255.0,False,True,True,True,True,False,50.7,JEE Main,4853,116,Low (<1L),South,4,4
Rourkela Government Dental Sciences College,Rourkela,Odisha,Government,1889,264.0,B++,137,1158.0,6.2,23610.0,54259,True,38.1,3.3,7.33,329,539.8,True,True,True,True,True,True,50.7,MHT CET,7146,137,Low (<1L),East,6,3
Government Polytechnic Naharlagun,Naharlagun,Arunachal Pradesh,Government,1958,,B+,15,979.0,3.3,31270.0,152043,False,70.0,12.77,27.05,177,483.7,True,True,True,True,True,True,39.1,NATA,3267,68,Low (<1L),Northeast,6,2
Kamla Nehru Institute of Technology Phagwara,Phagwara,Punjab,Private,1872,240.0,A+,176,445.0,12.6,438826.0,112013,True,78.1,4.76,12.63,400,2307.6,True,True,True,True,True,True,31.7,MHT CET,5614,154,Medium (1-5L),North,6,5
Patiala College of Pharmacy,Patiala,Punjab,Private,1942,,B,22,111.0,64.6,287329.0,90398,True,71.0,7.62,23.0,313,650.5,True,True,True,True,False,False,64.0,TS EAMCET,7174,84,Medium (1-5L),North,4,1
Thiruvananthapuram Engineering Autonomous College,Thiruvananthapuram,Kerala,Autonomous,1910,,B+,155,184.0,37.6,139021.0,61019,True,42.0,2.45,12.73,562,1212.7,True,True,True,False,False,False,63.6,CUET,6911,116,Medium (1-5L),South,3,2
Global Academy of Nursing Gulbarga,Gulbarga,Karnataka,Private,1922,249.0,B++,189,1337.0,1.6,366206.0,72332,True,72.7,11.48,53.36,400,680.9,True,True,True,True,False,True,24.0,TS EAMCET,2200,104,Medium (1-5L),South,5,3
Government College of Pharmacy Karaikal,Karaikal,Puducherry,Government,1911,183.0,B++,101,1371.0,2.9,74891.0,27385,True,84.7,10.45,42.94,429,13.7,False,False,False,True,False,False,77.8,VITEEE,4042,115,Low (<1L),South,1,3
Bellary Government Agriculture College,Bellary,Karnataka,Government,2014,,A,50,562.0,4.8,244982.0,38539,True,92.7,25.85,63.66,255,2412.7,False,True,True,True,False,False,73.7,KCET,2707,12,Medium (1-5L),South,3,4
Global Academy of Pharmacy Chandigarh,Chandigarh,Chandigarh,Private,1998,,A++,174,1164.0,2.3,366647.0,65868,True,79.8,9.95,22.45,214,2364.5,False,False,False,False,False,False,60.5,NEET UG,2659,28,Medium (1-5L),North,0,6
Prime College of Computer Science Durg,Durg,Chhattisgarh,Private,1892,221.0,B+,244,1205.0,0.3,325961.0,73648,False,64.9,5.92,39.29,688,1150.0,True,True,True,True,True,False,24.7,CAT,362,134,Medium (1-5L),Central,5,2
Excel Institute of Architecture Khammam,Khammam,Telangana,Private,1918,397.0,B++,68,1010.0,3.7,201282.0,92406,True,48.5,3.27,19.26,238,1583.4,True,True,True,True,True,False,28.5,NEET UG,3742,108,Medium (1-5L),South,5,3
Berhampur University,Berhampur,Odisha,Government,1967,244.0,B++,101,306.0,2.0,44281.0,51926,False,54.8,2.48,15.58,682,1910.1,False,False,True,True,False,False,55.4,Own Entrance,600,59,Low (<1L),East,2,3
New Delhi Government Agriculture College,New Delhi,Delhi,Government,2017,69.0,A++,166,298.0,3.8,297108.0,139298,True,88.2,30.84,215.63,450,1937.1,True,False,False,False,True,True,4.3,CAT,1143,9,Medium (1-5L),North,3,6
Government Model College Dimapur,Dimapur,Nagaland,Government,2019,456.0,A,123,654.0,5.7,21521.0,21389,False,62.9,8.07,32.5,694,2181.6,True,True,True,True,True,True,36.8,AP EAMCET,3714,7,Low (<1L),Northeast,6,4
Narayana Institute of Fine Arts Mandi,Mandi,Himachal Pradesh,Private,1940,489.0,B++,179,1168.0,2.3,255426.0,40946,True,42.3,2.1,10.8,544,441.7,True,False,True,True,True,True,12.7,TS EAMCET,2731,86,Medium (1-5L),North,5,3
Government College of Applied Sciences Bhubaneswar,Bhubaneswar,Odisha,Government,1907,,A+,87,791.5,4.1,248843.0,80991,True,98.3,33.95,91.27,406,1890.4,True,True,False,False,False,False,57.3,VITEEE,407,119,Medium (1-5L),East,2,5
Maharashtra State Architecture College Nanded,Nanded,Maharashtra,Government,1918,,B++,153,106.0,7.6,23253.0,81461,False,41.2,4.36,9.07,235,1193.4,False,True,False,True,True,False,7.5,CLAT,808,108,Low (<1L),West,3,3
Government Model College Durgapur,Durgapur,West Bengal,Government,1863,108.0,B++,58,93.0,31.0,97197.0,176499,True,86.6,10.3,50.17,190,17.6,True,True,True,True,True,False,24.0,CAT,2881,163,Low (<1L),East,5,3
Kalam Autonomous Institute Jaipur,Jaipur,Rajasthan,Autonomous,1954,81.0,A,190,223.0,2.2,166997.0,167208,False,75.3,7.72,18.79,189,502.9,True,True,True,True,True,True,76.9,JEE Main,500,72,Medium (1-5L),North,6,4
Tura Government Engineering College,Tura,Meghalaya,Government,1955,54.0,B++,196,60.0,116.4,80719.0,67353,False,88.9,13.37,92.22,223,781.6,False,False,False,False,False,True,76.5,WBJEE,6982,71,Low (<1L),Northeast,1,3
Academy of Arts Namchi,Namchi,Sikkim,Deemed,1900,94.0,B++,77,1279.0,1.3,1455107.0,157828,False,85.8,19.12,120.81,78,1163.2,True,True,False,False,True,False,2.0,CLAT,1670,126,High (>5L),Northeast,3,3
Government Information Technology College Patiala,Patiala,Punjab,Government,2002,,B++,155,968.0,2.2,12425.0,63841,True,31.6,4.92,10.84,528,2322.7,True,True,False,True,False,False,24.1,CUET,2149,24,Low (<1L),North,3,3
Government Information Technology College Kullu,Kullu,Himachal Pradesh,Government,1911,247.0,B++,140,1057.0,2.0,87870.0,170579,True,83.4,10.3,30.02,13,374.4,True,False,True,False,True,True,2.6,KCET,2125,115,Low (<1L),North,4,3
Modern Institute of Architecture Madurai,Madurai,Tamil Nadu,Private,2016,422.0,B++,125,895.0,3.8,119306.0,125715,True,46.3,2.78,9.7,105,2177.3,True,True,True,True,True,True,70.6,SRMJEEE,3376,10,Medium (1-5L),South,6,3
Punjab State Fashion Design College Ludhiana,Ludhiana,Punjab,Government,1897,17.0,B+,234,1073.0,6.1,135322.0,65034,True,95.7,23.8,50.07,68,985.7,False,False,False,True,False,True,15.0,NATA,6506,129,Medium (1-5L),North,2,2
National Institute of Technology Srinagar,Srinagar,Jammu & Kashmir,Government,1960,201.0,B++,63,628.0,0.9,36978.0,161824,False,31.3,2.27,11.7,102,1086.1,True,False,True,True,False,True,9.3,JEE Main,550,66,Low (<1L),North,4,3
Madurai Applied Sciences Autonomous College,Madurai,Tamil Nadu,Autonomous,1878,,A++,126,985.0,7.3,80142.0,122692,True,54.0,6.11,30.3,589,1585.4,True,True,False,True,False,True,18.0,University Entrance,7218,148,Low (<1L),South,4,6
Anna University,Chennai,Tamil Nadu,Government,1978,71.0,A++,44,1019.0,3.9,80779.0,97342,True,90.1,17.08,115.92,475,1869.8,False,True,True,True,True,False,51.9,TNEA,4000,48,Low (<1L),South,4,6
Miranda House Delhi,New Delhi,Delhi,Government,1948,249.0,A++,207,1095.0,1.1,68368.0,146998,True,82.5,13.67,83.46,172,,True,False,True,False,True,True,60.6,CUET,1200,78,Low (<1L),North,4,6
Sri Shivaji Institute of Homeopathy Aurangabad,Aurangabad,Maharashtra,Private,1935,,B+,152,488.0,2.1,591456.0,163773,True,80.3,8.18,49.87,369,,True,True,True,True,True,True,58.8,VITEEE,1017,91,High (>5L),West,6,2
St Stephens College,New Delhi,Delhi,Private,1881,250.0,A++,48,169.0,7.1,235810.0,63146,True,72.0,10.9,62.35,158,2173.1,False,False,True,False,True,False,64.5,CUET,1200,145,Medium (1-5L),North,2,6
Vivekananda Autonomous Institute Karaikal,Karaikal,Puducherry,Autonomous,1941,47.0,B++,147,174.0,12.0,113812.0,113348,True,74.0,12.72,61.02,474,556.5,False,False,False,False,True,True,56.9,VITEEE,2096,85,Medium (1-5L),South,2,3
Modern Institute of Arts Panaji,Panaji,Goa,Private,1998,,B,244,1292.0,4.7,378116.0,29703,False,41.1,3.7,18.33,509,581.3,False,True,True,True,True,True,6.1,Own Entrance,6048,28,Medium (1-5L),West,5,1
RV College of Engineering,Bangalore,Karnataka,Autonomous,1963,,A++,180,1297.0,1.4,73738.0,124014,True,55.9,3.06,9.77,179,1893.5,True,True,True,True,True,True,12.8,KCET,1800,63,Low (<1L),South,6,6
Jai Prakash Academy of Physical Education Bhavnagar,Bhavnagar,Gujarat,Deemed,1973,457.0,B,85,1048.0,7.3,283882.0,131552,False,45.6,4.29,23.86,483,261.7,True,False,True,True,True,False,64.5,University Entrance,7618,53,Medium (1-5L),West,4,1
Government Model College Nainital,Nainital,Uttarakhand,Government,1962,83.0,B+,46,310.0,22.7,60446.0,155799,False,71.4,10.36,23.53,464,1800.0,True,False,False,False,False,False,83.3,COMEDK,7024,64,Low (<1L),North,1,2
Prime College of Fashion Design Patna,Patna,Bihar,Private,1933,,A,103,482.0,8.4,572173.0,24182,True,58.1,11.95,74.81,473,2145.0,True,True,False,True,False,False,62.1,MHT CET,4058,93,High (>5L),East,3,4
Government Polytechnic Nashik,Nashik,Maharashtra,Government,1899,38.0,B++,97,694.0,11.2,295001.0,175509,True,92.2,32.37,105.92,169,1785.8,True,True,True,True,True,False,12.4,NATA,7767,127,Medium (1-5L),West,5,3
Global Academy of Medical Sciences Imphal,Imphal,Manipur,Private,1993,,B++,205,300.0,22.1,1420394.0,132069,True,91.3,27.48,133.16,539,747.0,True,True,True,True,True,True,10.9,CAT,6626,33,High (>5L),Other,6,3
Namchi Government Agriculture College,Namchi,Sikkim,Government,1887,,B+,6,394.0,8.0,58482.0,75001,True,92.7,14.6,67.49,337,1986.3,True,True,True,True,True,True,4.6,AP EAMCET,3144,139,Low (<1L),Northeast,6,2
Usha Autonomous Institute Itanagar,Itanagar,Arunachal Pradesh,Autonomous,2007,269.0,B+,184,897.0,6.2,137007.0,160642,False,47.9,3.37,16.21,340,2414.5,True,True,True,True,False,False,65.6,NEET UG,5572,19,Medium (1-5L),Northeast,4,2
Excel Institute of Management Nashik,Nashik,Maharashtra,Private,1994,44.0,B+,140,420.0,10.6,2305857.0,167534,True,94.2,20.58,121.31,220,2023.7,True,False,False,False,True,False,65.8,CUET,4456,32,High (>5L),West,2,2
Aryabhatta Autonomous Institute Lucknow,Lucknow,Uttar Pradesh,Autonomous,1878,68.0,B++,202,270.0,17.2,126502.0,168728,False,90.9,15.82,101.73,13,494.9,False,True,False,True,False,True,81.6,JEE Advanced,4640,148,Medium (1-5L),North,3,3
Shri Ram Foundation Medical Sciences College Imphal,Imphal,Manipur,Private,1988,166.0,B++,103,283.0,23.6,386586.0,24632,False,56.4,2.11,8.76,470,787.8,False,False,True,True,False,False,32.6,TNEA,6691,38,Medium (1-5L),Other,2,3
Bokaro Institute of Pharmacy (Deemed),Bokaro,Jharkhand,Deemed,1978,,B++,112,1017.0,4.6,1299483.0,83938,True,84.6,17.33,93.03,270,2134.5,True,True,True,True,True,False,40.5,VITEEE,4648,48,High (>5L),East,5,3
Nizamabad Autonomous College of Science,Nizamabad,Telangana,Autonomous,1872,,B+,76,600.0,7.4,89366.0,54230,True,49.9,3.33,16.3,392,1036.8,True,True,True,False,False,False,80.9,State Level,4412,154,Low (<1L),South,3,2
Government Applied Sciences College Hamirpur,Hamirpur,Himachal Pradesh,Government,1997,275.0,A,244,1388.0,5.7,46446.0,69648,False,56.3,4.01,8.39,554,451.0,True,True,True,True,True,True,2.6,JEE Advanced,7902,29,Low (<1L),North,6,4
District Education College Davangere,Davangere,Karnataka,Government,2015,,A,67,772.0,3.8,6962.0,50054,True,36.3,3.29,19.59,84,539.5,True,True,False,True,True,False,32.2,SRMJEEE,2945,11,Low (<1L),South,4,4
PSG College of Technology,Coimbatore,Tamil Nadu,Autonomous,1951,234.0,A++,48,1352.0,1.0,121945.0,52812,True,63.8,6.69,16.51,616,2354.1,True,True,True,True,True,True,14.0,TNEA,1400,75,Medium (1-5L),South,6,6
Government Polytechnic Indore,Indore,Madhya Pradesh,Government,1999,77.0,A+,118,278.0,14.3,190753.0,33391,False,89.5,26.58,79.26,95,1191.1,True,True,False,True,False,True,9.4,UPSEE,3969,27,Medium (1-5L),Central,4,5
Mahatma Gandhi Deemed University Kolhapur,Kolhapur,Maharashtra,Deemed,1928,,A,232,1158.0,4.5,1480613.0,148991,True,81.2,19.9,40.1,302,1354.0,True,True,True,True,True,True,34.3,KCET,5177,98,High (>5L),West,6,4
Excel Institute of Engineering Rajkot,Rajkot,Gujarat,Private,2020,157.0,B++,218,576.0,4.8,259971.0,161782,True,43.2,4.17,23.7,118,1384.2,True,False,False,False,False,False,35.9,JEE Advanced,2762,6,Medium (1-5L),West,1,3
Kolkata Institute of Architecture,Kolkata,West Bengal,Private,1920,,B++,149,461.0,7.1,670795.0,107965,True,64.5,6.91,27.54,197,1823.5,True,True,False,True,False,False,1.8,JEE Advanced,3283,106,High (>5L),East,3,3
State Institute of Law Bilaspur,Bilaspur,Chhattisgarh,Government,1980,251.0,A,208,843.0,7.6,32319.0,170171,True,33.7,4.2,12.91,429,931.6,True,False,False,False,False,False,68.5,State Level,6410,46,Low (<1L),Central,1,4
Sonipat Government Engineering College,Sonipat,Haryana,Government,1995,223.0,A,223,1386.0,1.3,31996.0,64877,True,63.4,4.93,29.57,609,190.3,False,False,True,False,True,False,26.5,Own Entrance,1813,31,Low (<1L),North,2,4
Government Polytechnic Tiruchirappalli,Tiruchirappalli,Tamil Nadu,Government,1932,,B+,122,571.0,8.1,89650.0,95981,True,72.1,10.89,62.81,586,1828.2,True,True,True,False,True,True,81.4,NATA,4648,94,Low (<1L),South,5,2
Jaipur Institute of Fine Arts (Deemed),Jaipur,Rajasthan,Deemed,1916,88.0,B,136,1034.0,5.8,881254.0,39688,True,80.6,8.43,54.94,237,664.6,True,True,True,True,True,True,77.2,NATA,6003,110,High (>5L),North,6,1
Hansraj College Delhi,New Delhi,Delhi,Government,1948,,A+,195,140.0,10.7,67654.0,30166,True,74.1,13.79,75.19,496,2302.2,False,True,True,True,True,False,76.4,CUET,1500,78,Low (<1L),North,4,5
Bose College of Hotel Management and Research Dindigul,Dindigul,Tamil Nadu,Private,1897,91.0,B+,116,166.0,18.3,621371.0,92256,True,70.8,6.25,29.66,458,1627.0,True,False,False,True,True,True,57.1,CLAT,3037,129,High (>5L),South,4,2
Sri Devi Ahilya Institute of Nursing Aizawl,Aizawl,Mizoram,Private,1947,64.0,B+,48,823.0,3.9,628650.0,145700,True,65.2,7.71,46.9,348,2247.6,True,True,True,True,True,True,47.6,KCET,3225,79,High (>5L),Northeast,6,2
National Institute of Pharmaceutical Education and Research Mohali,Mohali,Punjab,Government,1998,,A++,152,668.0,0.2,88080.0,146476,True,69.1,10.59,46.8,362,1935.9,True,True,True,True,True,True,34.4,NIPER JEE,150,28,Low (<1L),North,6,6
Raman Foundation Science College Agartala,Agartala,Tripura,Private,1954,,B,51,779.0,4.8,796029.0,119885,True,74.3,8.58,31.95,86,1473.5,True,True,True,True,True,True,66.7,MHT CET,3580,72,High (>5L),Northeast,6,1
Shillong Institute of Arts,Shillong,Meghalaya,Private,1900,,B++,163,439.0,9.9,337700.0,41694,False,55.5,4.64,22.7,20,1507.7,False,False,False,False,False,False,81.1,JEE Advanced,4364,126,Medium (1-5L),Northeast,0,3
Dibrugarh Institute of Hotel Management (Deemed),Dibrugarh,Assam,Deemed,1984,188.0,A,179,393.0,19.7,187148.0,126587,True,59.6,4.08,24.59,21,2125.3,True,True,True,True,True,True,1.6,State Level,7726,42,Medium (1-5L),Northeast,6,4
Swami Deemed University Jammu,Jammu,Jammu & Kashmir,Deemed,1943,223.0,A,122,325.0,9.8,171673.0,165751,True,67.9,5.98,16.04,686,3.7,True,True,True,True,True,False,15.5,State Level,3179,83,Medium (1-5L),North,5,4
Autonomous College of Technology Panaji,Panaji,Goa,Autonomous,1973,193.0,A,104,484.0,10.8,123451.0,35636,True,39.6,3.06,13.04,79,674.3,False,True,True,False,True,False,82.7,State Level,5239,53,Medium (1-5L),West,3,4
Sambalpur Institute of Fine Arts (Deemed),Sambalpur,Odisha,Deemed,2013,,B,59,574.0,4.6,575603.0,68119,True,57.1,4.11,8.69,664,1164.3,True,False,True,True,True,False,83.0,University Entrance,2664,13,High (>5L),East,4,1
Government Model College Jamshedpur,Jamshedpur,Jharkhand,Government,1987,114.0,A,173,1088.0,5.3,20718.0,36986,True,72.6,6.24,26.15,435,2448.7,True,True,True,True,False,True,75.1,JEE Advanced,5794,39,Low (<1L),East,5,4
Acharya Autonomous Institute Guwahati,Guwahati,Assam,Autonomous,1853,219.0,B+,88,795.0,1.2,104089.0,137197,True,49.3,7.35,43.57,430,948.1,False,False,True,False,True,False,44.6,TS EAMCET,936,173,Medium (1-5L),Northeast,2,2
Modern Institute of Medical Sciences Delhi,Delhi,Delhi,Private,1907,,A,34,172.0,15.9,252345.0,105990,True,57.3,4.05,22.36,583,839.6,True,True,False,True,True,True,37.8,UPSEE,2727,119,Medium (1-5L),North,5,4
Padmavati Academy of Computer Science Deoghar,Deoghar,Jharkhand,Deemed,1886,64.0,A,110,85.0,73.2,1287879.0,37082,True,59.1,12.6,44.46,470,2354.6,True,False,True,True,True,True,9.9,GATE,6219,140,High (>5L),East,5,4
District Fine Arts College Puducherry,Puducherry,Puducherry,Government,1940,,B+,216,1328.0,1.5,18069.0,139480,True,37.9,2.49,15.0,318,1096.0,False,False,False,False,False,False,3.1,GATE,2054,86,Low (<1L),South,0,2
Sri Bhabha Institute of Dental Sciences Korba,Korba,Chhattisgarh,Private,1933,81.0,A,62,1208.0,1.4,1369262.0,116364,False,83.3,27.53,185.11,31,2370.4,True,True,True,True,True,False,78.5,KCET,1687,93,High (>5L),Central,5,4
Dayanand Institute of Fine Arts Bhavnagar,Bhavnagar,Gujarat,Private,2023,73.0,B+,232,556.0,10.7,1072844.0,34172,True,94.0,26.7,125.33,358,2408.0,False,False,True,False,True,True,28.2,SRMJEEE,5961,3,High (>5L),West,3,2
Deemed Institute of Dental Sciences Mapusa,Mapusa,Goa,Deemed,1858,,A,228,843.0,8.2,220491.0,24852,False,71.0,4.07,18.69,532,434.1,True,True,False,True,False,False,14.8,WBJEE,6933,168,Medium (1-5L),West,3,4
Government Polytechnic Itanagar,Itanagar,Arunachal Pradesh,Government,1972,274.0,A,79,170.0,42.0,49492.0,56067,True,71.9,5.58,13.39,409,,True,True,True,True,True,True,70.1,JEE Advanced,7134,54,Low (<1L),Northeast,6,4
Prime College of Medical Sciences Tura,Tura,Meghalaya,Private,1948,204.0,B+,190,693.0,6.4,479515.0,55472,False,73.3,5.99,28.67,412,1990.6,False,False,False,False,False,False,30.1,KCET,4432,78,Medium (1-5L),Northeast,0,2
Chanakya Autonomous Institute Bikaner,Bikaner,Rajasthan,Autonomous,1979,435.0,B+,115,118.0,19.7,112657.0,154439,True,40.2,2.04,11.1,112,2331.1,True,True,True,True,True,False,67.7,TNEA,2321,47,Medium (1-5L),North,5,2
Aligarh Autonomous College of Ayurveda,Aligarh,Uttar Pradesh,Autonomous,1991,,B,142,480.0,5.8,186007.0,48993,True,56.3,5.07,25.88,220,2356.3,True,True,True,True,True,True,9.2,AP EAMCET,2765,35,Medium (1-5L),North,6,1
District Technology College Itanagar,Itanagar,Arunachal Pradesh,Government,1972,179.0,B++,177,1265.0,1.6,58178.0,106896,False,69.1,11.9,26.97,293,1939.3,False,True,True,False,False,False,81.3,WBJEE,1961,54,Low (<1L),Northeast,2,3
Shivaji Foundation Physical Education College Kohima,Kohima,Nagaland,Private,1914,,A,168,855.0,3.9,543240.0,81149,True,79.0,9.41,21.18,608,1755.1,True,True,True,False,True,True,41.1,WBJEE,3348,112,High (>5L),Northeast,5,4
